11	106.186.119.41	2014-07-18 09:22:57
13	106.186.119.41	2014-07-18 09:23:23
15	106.186.119.41	2014-07-18 09:25:01
17	106.186.119.41	2014-07-18 09:25:43
19	106.186.119.41	2014-07-18 09:27:07
3	106.186.119.41	2014-07-18 09:27:21
1	106.186.119.41	2014-07-18 09:34:02
3	106.186.119.41	2014-07-18 09:34:24
4	106.186.119.41	2014-07-18 09:34:26
6	106.186.119.41	2014-07-18 09:34:30
9	106.186.119.41	2014-07-18 09:34:31
11	106.186.119.41	2014-07-18 09:34:33
13	106.186.119.41	2014-07-18 09:34:35
15	106.186.119.41	2014-07-18 09:34:37
17	106.186.119.41	2014-07-18 09:34:39
19	106.186.119.41	2014-07-18 09:34:41
3	106.186.119.41	2014-07-18 09:34:51
4	106.186.119.41	2014-07-18 09:34:54
11	106.186.119.41	2014-07-18 09:34:55
15	106.186.119.41	2014-07-18 09:34:57
19	106.186.119.41	2014-07-18 09:34:59
1	124.202.193.150	2014-07-18 11:36:21
2	124.202.193.150	2014-07-18 11:36:23
5	124.202.193.150	2014-07-18 11:36:28
7	124.202.193.150	2014-07-18 11:36:31
9	124.202.193.150	2014-07-18 11:36:35
11	124.202.193.150	2014-07-18 11:36:41
13	124.202.193.150	2014-07-18 11:36:44
14	124.202.193.150	2014-07-18 11:36:47
16	124.202.193.150	2014-07-18 11:36:50
19	124.202.193.150	2014-07-18 11:36:53
2	124.202.193.150	2014-07-18 11:36:58
7	124.202.193.150	2014-07-18 11:37:03
9	124.202.193.150	2014-07-18 11:37:06
14	124.202.193.150	2014-07-18 11:37:10
19	124.202.193.150	2014-07-18 11:37:13
1	124.202.240.190	2014-07-18 11:38:41
2	124.202.240.190	2014-07-18 11:38:43
5	124.202.240.190	2014-07-18 11:38:45
7	124.202.240.190	2014-07-18 11:38:47
9	124.202.240.190	2014-07-18 11:38:48
10	124.202.240.190	2014-07-18 11:38:51
13	124.202.240.190	2014-07-18 11:38:53
15	124.202.240.190	2014-07-18 11:38:55
17	124.202.240.190	2014-07-18 11:38:56
19	124.202.240.190	2014-07-18 11:38:58
2	124.202.240.190	2014-07-18 11:39:04
5	124.202.240.190	2014-07-18 11:39:06
10	124.202.240.190	2014-07-18 11:39:08
13	124.202.240.190	2014-07-18 11:39:10
19	124.202.240.190	2014-07-18 11:39:11
0	124.202.193.150	2014-07-18 11:39:42
3	124.202.193.150	2014-07-18 11:39:44
4	124.202.193.150	2014-07-18 11:39:47
7	124.202.193.150	2014-07-18 11:39:49
9	124.202.193.150	2014-07-18 11:39:51
10	124.202.193.150	2014-07-18 11:39:53
13	124.202.193.150	2014-07-18 11:39:56
14	124.202.193.150	2014-07-18 11:39:58
17	124.202.193.150	2014-07-18 11:40:01
18	124.202.193.150	2014-07-18 11:40:03
3	124.202.193.150	2014-07-18 11:40:05
7	124.202.193.150	2014-07-18 11:40:08
9	124.202.193.150	2014-07-18 11:40:10
14	124.202.193.150	2014-07-18 11:40:13
18	124.202.193.150	2014-07-18 11:40:15
1	124.202.240.190	2014-07-18 11:41:38
2	124.202.240.190	2014-07-18 11:41:40
5	124.202.240.190	2014-07-18 11:41:42
6	124.202.240.190	2014-07-18 11:41:44
9	124.202.240.190	2014-07-18 11:41:46
10	124.202.240.190	2014-07-18 11:41:49
13	124.202.240.190	2014-07-18 11:41:51
15	124.202.240.190	2014-07-18 11:41:53
17	124.202.240.190	2014-07-18 11:41:55
18	124.202.240.190	2014-07-18 11:41:57
2	124.202.240.190	2014-07-18 11:42:02
5	124.202.240.190	2014-07-18 11:42:04
9	124.202.240.190	2014-07-18 11:42:07
13	124.202.240.190	2014-07-18 11:42:09
17	124.202.240.190	2014-07-18 11:42:11
0	124.202.240.190	2014-07-18 13:53:49
3	124.202.240.190	2014-07-18 13:53:51
5	124.202.240.190	2014-07-18 13:53:52
7	124.202.240.190	2014-07-18 13:53:54
9	124.202.240.190	2014-07-18 13:53:56
11	124.202.240.190	2014-07-18 13:53:59
13	124.202.240.190	2014-07-18 13:54:02
14	124.202.240.190	2014-07-18 13:54:04
16	124.202.240.190	2014-07-18 13:54:07
19	124.202.240.190	2014-07-18 13:54:09
3	124.202.240.190	2014-07-18 13:54:20
5	124.202.240.190	2014-07-18 13:54:22
9	124.202.240.190	2014-07-18 13:54:25
13	124.202.240.190	2014-07-18 13:54:27
19	124.202.240.190	2014-07-18 13:54:32
1	61.148.205.18	2014-07-18 13:57:04
2	61.148.205.18	2014-07-18 13:57:07
4	61.148.205.18	2014-07-18 13:57:10
7	61.148.205.18	2014-07-18 13:57:13
8	61.148.205.18	2014-07-18 13:57:15
10	61.148.205.18	2014-07-18 13:57:18
13	61.148.205.18	2014-07-18 13:57:20
14	61.148.205.18	2014-07-18 13:57:23
17	61.148.205.18	2014-07-18 13:57:25
19	61.148.205.18	2014-07-18 13:57:28
2	61.148.205.18	2014-07-18 13:57:32
7	61.148.205.18	2014-07-18 13:57:34
8	61.148.205.18	2014-07-18 13:57:36
14	61.148.205.18	2014-07-18 13:57:39
19	61.148.205.18	2014-07-18 13:57:41
1	124.202.240.190	2014-07-18 14:27:22
3	124.202.240.190	2014-07-18 14:27:24
5	124.202.240.190	2014-07-18 14:27:25
7	124.202.240.190	2014-07-18 14:27:27
9	124.202.240.190	2014-07-18 14:27:28
11	124.202.240.190	2014-07-18 14:27:31
13	124.202.240.190	2014-07-18 14:27:33
15	124.202.240.190	2014-07-18 14:27:35
17	124.202.240.190	2014-07-18 14:27:37
19	124.202.240.190	2014-07-18 14:27:39
3	124.202.240.190	2014-07-18 14:27:45
7	124.202.240.190	2014-07-18 14:27:47
11	124.202.240.190	2014-07-18 14:27:48
15	124.202.240.190	2014-07-18 14:27:50
19	124.202.240.190	2014-07-18 14:27:52
1	124.202.193.150	2014-07-18 15:00:53
2	124.202.193.150	2014-07-18 15:00:56
5	124.202.193.150	2014-07-18 15:00:58
7	124.202.193.150	2014-07-18 15:01:01
9	124.202.193.150	2014-07-18 15:01:04
11	124.202.193.150	2014-07-18 15:01:07
13	124.202.193.150	2014-07-18 15:01:10
14	124.202.193.150	2014-07-18 15:01:13
17	124.202.193.150	2014-07-18 15:01:15
19	124.202.193.150	2014-07-18 15:01:18
2	124.202.193.150	2014-07-18 15:01:29
7	124.202.193.150	2014-07-18 15:01:32
9	124.202.193.150	2014-07-18 15:01:35
13	124.202.193.150	2014-07-18 15:01:38
19	124.202.193.150	2014-07-18 15:01:41
1	124.202.193.150	2014-07-18 15:03:03
3	124.202.193.150	2014-07-18 15:03:05
5	124.202.193.150	2014-07-18 15:03:07
7	124.202.193.150	2014-07-18 15:03:10
9	124.202.193.150	2014-07-18 15:03:11
11	124.202.193.150	2014-07-18 15:03:14
13	124.202.193.150	2014-07-18 15:03:16
15	124.202.193.150	2014-07-18 15:03:19
17	124.202.193.150	2014-07-18 15:03:22
18	124.202.193.150	2014-07-18 15:03:24
3	124.202.193.150	2014-07-18 15:03:26
7	124.202.193.150	2014-07-18 15:03:29
11	124.202.193.150	2014-07-18 15:03:31
15	124.202.193.150	2014-07-18 15:03:33
18	124.202.193.150	2014-07-18 15:03:36
1	124.202.240.190	2014-07-18 15:04:00
3	124.202.240.190	2014-07-18 15:04:02
5	124.202.240.190	2014-07-18 15:04:04
7	124.202.240.190	2014-07-18 15:04:06
9	124.202.240.190	2014-07-18 15:04:07
11	124.202.240.190	2014-07-18 15:04:09
13	124.202.240.190	2014-07-18 15:04:11
15	124.202.240.190	2014-07-18 15:04:13
17	124.202.240.190	2014-07-18 15:04:15
19	124.202.240.190	2014-07-18 15:04:17
3	124.202.240.190	2014-07-18 15:04:20
5	124.202.240.190	2014-07-18 15:04:24
9	124.202.240.190	2014-07-18 15:04:26
13	124.202.240.190	2014-07-18 15:04:28
19	124.202.240.190	2014-07-18 15:04:30
1	124.202.240.190	2014-07-18 16:05:54
2	124.202.240.190	2014-07-18 16:05:56
5	124.202.240.190	2014-07-18 16:05:58
7	124.202.240.190	2014-07-18 16:06:00
9	124.202.240.190	2014-07-18 16:06:02
10	124.202.240.190	2014-07-18 16:06:04
13	124.202.240.190	2014-07-18 16:06:06
14	124.202.240.190	2014-07-18 16:06:09
16	124.202.240.190	2014-07-18 16:06:12
19	124.202.240.190	2014-07-18 16:06:15
2	124.202.240.190	2014-07-18 16:06:19
7	124.202.240.190	2014-07-18 16:06:21
9	124.202.240.190	2014-07-18 16:06:23
13	124.202.240.190	2014-07-18 16:06:26
16	124.202.240.190	2014-07-18 16:06:29
1	124.202.193.150	2014-07-18 16:12:10
2	124.202.193.150	2014-07-18 16:12:12
5	124.202.193.150	2014-07-18 16:12:15
7	124.202.193.150	2014-07-18 16:12:18
9	124.202.193.150	2014-07-18 16:12:21
10	124.202.193.150	2014-07-18 16:12:24
13	124.202.193.150	2014-07-18 16:12:27
14	124.202.193.150	2014-07-18 16:12:30
16	124.202.193.150	2014-07-18 16:12:33
19	124.202.193.150	2014-07-18 16:12:35
2	124.202.193.150	2014-07-18 16:12:41
7	124.202.193.150	2014-07-18 16:12:44
9	124.202.193.150	2014-07-18 16:12:46
13	124.202.193.150	2014-07-18 16:12:49
16	124.202.193.150	2014-07-18 16:12:52
1	106.37.225.179	2014-07-18 16:17:00
3	106.37.225.179	2014-07-18 16:17:07
4	106.37.225.179	2014-07-18 16:17:10
7	106.37.225.179	2014-07-18 16:17:15
8	106.37.225.179	2014-07-18 16:17:18
10	106.37.225.179	2014-07-18 16:17:22
13	106.37.225.179	2014-07-18 16:17:25
14	106.37.225.179	2014-07-18 16:17:29
17	106.37.225.179	2014-07-18 16:17:33
18	106.37.225.179	2014-07-18 16:17:38
3	106.37.225.179	2014-07-18 16:17:46
4	106.37.225.179	2014-07-18 16:17:50
10	106.37.225.179	2014-07-18 16:17:54
14	106.37.225.179	2014-07-18 16:17:57
17	106.37.225.179	2014-07-18 16:18:00
